district,cycle,real_data,territorial,cfscore_mean_prim_dem,cfscore_mean_prim_rep,cfscore_prim_abs_diff,cfscore_gen_dem,cfscore_gen_rep,cfscore_gen_abs_diff,cfscore_mean_contrib,cfscore_mean_contrib_dem,cfscore_mean_contrib_rep
AZ07,1992,0.0,0,,,,,,,,,
AZ07,1994,0.0,0,,,,,,,,,
AZ07,1996,0.0,0,,,,,,,,,
AZ07,1998,0.0,0,,,,,,,,,
AZ07,2000,0.0,0,,,,,,,,,
AZ07,2002,1.0,0,-0.5297142857142857,0.6683333333333333,1.198047619047619,,,,-0.36632803180914514,-0.5052141296431173,1.0358088235294118
AZ07,2004,1.0,0,-0.6833333333333332,1.416,2.099333333333333,,1.464,,-0.44798561151079136,-0.4614782608695652,1.414
AZ08,1980,0.0,0,,,,,,,,,
AZ08,1982,0.0,0,,,,,,,,,
AZ08,1984,0.0,0,,,,,,,,,
AZ08,1986,0.0,0,,,,,,,,,
AZ08,1988,0.0,0,,,,,,,,,
AZ08,1990,0.0,0,,,,,,,,,
AZ08,1992,0.0,0,,,,,,,,,
AZ08,1994,0.0,0,,,,,,,,,
AZ08,1996,0.0,0,,,,,,,,,
AZ08,1998,0.0,0,,,,,,,,,
AZ08,2000,0.0,0,,,,,,,,,
AZ08,2002,1.0,0,-1.123,1.1205,2.2435,,,,0.20168699839486356,-0.9292865168539326,0.6540764044943821
AZ08,2004,1.0,0,-0.8233333333333333,1.1355,1.9588333333333332,-1.143,,,0.4540897832817337,-0.8246495726495726,0.7369111531190927
AZ09,1980,0.0,0,,,,,,,,,
AZ09,1982,0.0,0,,,,,,,,,
AZ09,1984,0.0,0,,,,,,,,,
AZ09,1986,0.0,0,,,,,,,,,
AZ09,1988,0.0,0,,,,,,,,,
AZ09,1990,0.0,0,,,,,,,,,
AZ09,1992,0.0,0,,,,,,,,,
AZ09,1994,0.0,0,,,,,,,,,
AZ09,1996,0.0,0,,,,,,,,,
AZ09,1998,0.0,0,,,,,,,,,
AZ09,2000,0.0,0,,,,,,,,,
AZ09,2002,0.0,0,,,,,,,,,
AZ09,2004,0.0,0,,,,,,,,,
CA01,1980,1.0,0,-0.404,0.985,1.389,,,,0.3895793991416309,-0.15202941176470589,0.8112900763358779
CA01,1982,1.0,0,-0.448,,,,1.009,,0.25630681818181816,-0.41781395348837214,0.9004666666666666
CA01,1984,1.0,0,-0.662,1.0265,1.6885,-0.404,,,0.37829166666666664,-0.3316363636363636,0.69066
CA01,1986,1.0,0,,,,-0.673,,,-0.2555,-0.15711111111111112,
CA01,1988,1.0,0,-0.551,,,,,,-0.2212777777777778,-0.2212777777777778,
CA01,1990,1.0,0,-0.444,0.8690000000000001,1.3130000000000002,,,,0.3305502183406113,-0.28081196581196577,0.969205357142857
CA01,1992,1.0,0,-0.921,,,,,,0.39784859154929575,-0.8292739726027397,0.8223981042654027
CA01,1994,1.0,0,0.071,0.9339999999999999,0.863,-0.938,,,0.01623182441700958,-0.5722224719101123,0.938281690140845
CA01,1996,1.0,0,-0.8803333333333333,0.994,1.8743333333333334,-1.078,,,0.010204385277995281,-0.772740579710145,0.9305315161839863
CA01,1998,1.0,0,-0.748,1.087,1.835,-1.037,,,-0.23821492537313435,-0.36510655737704917,1.05185
CA01,2000,1.0,0,-0.431,1.0670000000000002,1.4980000000000002,,,,-0.345809756097561,-0.3976372795969773,1.236923076923077
CA01,2002,1.0,0,-0.415,1.369,1.784,,,,-0.3749106145251397,-0.4223016055045872,1.4218260869565216
CA01,2004,1.0,0,,1.379,,,,,-0.4638589881593111,-0.4710774263904035,1.3575
CA02,1980,1.0,0,-1.01,0.885,1.895,,,,-0.26101990049751245,-0.7189246575342465,0.9545090909090909
CA02,1982,1.0,0,-0.671,0.698,1.369,,,,0.6525882352941177,-0.7243333333333334,0.7386458333333333
CA02,1984,1.0,0,,,,-0.351,-0.013,0.33799999999999997,,,
CA02,1986,1.0,0,-0.08900000000000002,0.9675,1.0565,,,,0.6744755555555556,-0.25958928571428574,0.9839881656804734
CA02,1988,1.0,0,,0.845,,,,,0.6911748251748251,-0.041625,0.975757281553398
CA02,1990,1.0,0,0.133,0.878,0.745,,,,0.8656666666666667,-0.20475,0.8889999999999999
CA02,1992,1.0,0,,0.927,,-1.109,,,0.9278155080213903,-1.0335,0.9490189189189189
CA02,1994,1.0,0,-0.995,0.988,1.983,,,,0.583265306122449,-0.9221034482758621,0.953228813559322
CA02,1996,1.0,0,-0.857,0.7165,1.5735000000000001,-0.953,,,0.8823732394366197,-0.920909090909091,0.9805717821782178
CA02,1998,1.0,0,,0.913,,,,,0.8246403940886698,-0.8995,0.9523544973544974
CA02,2000,1.0,0,,0.99,,,,,0.9578787878787879,,0.9578787878787879
CA02,2002,1.0,0,0.357,0.995,0.638,,,,0.9856323529411765,,0.9856323529411765
CA02,2004,1.0,0,-0.481,,,,1.0,,0.9112030651340997,-0.9254666666666668,1.0231951219512194
CA03,1980,1.0,0,,,,-0.367,0.604,0.971,0.3213037974683544,-0.19244776119402984,0.5237823529411765
CA03,1982,1.0,0,-0.511,,,,,,-0.10105454545454545,-0.10105454545454545,
CA03,1984,1.0,0,-0.41,,,,,,-0.04454999999999999,-0.04454999999999999,
CA03,1986,1.0,0,-0.362,,,,,,-0.1291518987341772,-0.1291518987341772,
CA03,1988,1.0,0,-0.36,,,,,,-0.11900000000000001,-0.11900000000000001,
CA03,1990,1.0,0,-0.383,,,,,,-0.2228511111111111,-0.2228511111111111,
CA03,1992,1.0,0,-0.92,1.332,2.2520000000000002,-0.487,,,0.10777904040404039,-0.2975177664974619,1.2994726368159204
CA03,1994,1.0,0,-0.425,1.4735,1.8985,,1.425,,0.1637909238249595,-0.22316523605150215,1.3579735099337749
CA03,1996,1.0,0,-0.461,1.0405,1.5015,,,,0.21827157360406094,-0.2760669191919192,1.2221589743589742
CA03,1998,1.0,0,-0.7303333333333333,0.89,1.6203333333333334,,1.363,,0.3096692607003891,-0.44532848837209305,0.9179110070257611
CA03,2000,1.0,0,-0.895,0.804,1.699,,,,0.6391342412451362,-0.6414901960784314,0.7801965442764579
CA03,2002,1.0,0,-0.881,,,,,,0.705625,-0.7911666666666667,0.8011648936170213
CA03,2004,1.0,0,-0.926,1.0274999999999999,1.9535,,0.624,,0.8982363335173936,-0.7768333333333334,0.9615914040114614
CA04,1980,1.0,0,,,,-0.294,1.069,1.363,-0.21238532110091743,-0.2377570093457944,1.145
CA04,1982,1.0,0,-0.499,1.165,1.6640000000000001,,,,0.21779661016949156,-0.16809302325581396,1.254875
CA04,1984,1.0,0,,1.244,,-0.483,,,0.14327272727272727,-0.19881333333333331,1.2122916666666665
CA04,1986,1.0,0,-0.384,,,,,,-0.24751239669421488,-0.24751239669421488,
CA04,1988,1.0,0,-0.47,,,,,,-0.23959740259740261,-0.23959740259740261,
CA04,1990,1.0,0,-0.418,1.189,1.607,,,,-0.07113084112149533,-0.23024561403508773,1.1885277777777778
CA04,1992,1.0,0,-0.881,1.062,1.943,,,,0.5609787798408488,-0.811494623655914,1.0104154929577465
CA04,1994,1.0,0,-0.7825,1.147,1.9295,,,,0.48679265091863516,-0.702032,1.0672734375
CA04,1996,1.0,0,,,,-0.846,1.036,1.8820000000000001,0.744608938547486,-0.700377358490566,0.9957049180327868
CA04,1998,1.0,0,-0.801,1.11,1.911,,,,1.0433876404494382,,1.0433876404494382
CA04,2000,1.0,0,-0.763,1.035,1.798,,,,1.0190463917525774,-0.898,1.039015625
CA04,2002,1.0,0,,-0.407,,,,,0.9647715654952077,-0.7915000000000001,0.9704006410256409
CA04,2004,1.0,0,,-0.407,,,,,1.053667391304348,,1.053667391304348
CA05,1980,1.0,0,-0.876,0.855,1.7309999999999999,,,,0.10390940766550523,-0.6832205882352942,0.8128476821192052
CA05,1982,1.0,0,-0.799,0.549,1.348,,,,-0.2881410788381743,-0.7091513157894737,0.4308876404494382
CA05,1984,1.0,0,-0.667,,,,0.468,,0.6990384615384616,-0.3008,0.8054042553191489
CA05,1986,1.0,0,,,,,-0.109,,0.1733425925925926,,0.1733425925925926
CA05,1988,1.0,0,,,,-0.452,1.111,1.563,-0.5818840909090909,-0.6277308146399055,0.5948484848484848
CA05,1990,1.0,0,,0.244,,-0.468,,,-0.20259800664451827,-0.5352017937219731,0.7483076923076923
CA05,1992,1.0,0,-0.427,1.2405,1.6675,,,,-0.15202197802197803,-0.20740684410646387,1.3046
CA05,1994,1.0,0,-0.402,,,,1.314,,-0.18424,-0.21209883720930234,1.413
CA05,1996,1.0,0,-0.49,1.3545,1.8445,,,,-0.13800694444444445,-0.32596875,1.3656875
CA05,1998,1.0,0,-0.486,,,,1.214,,-0.21963366336633663,-0.21963366336633663,
CA05,2000,1.0,0,-0.532,0.911,1.443,,,,-0.11467692307692308,-0.3765904761904762,0.9720833333333334
CA05,2002,1.0,0,-0.634,,,,1.727,,-0.357583850931677,-0.40976433121019107,1.6905000000000001
CA05,2004,1.0,0,-0.694,2.229,2.923,,,,-0.47627016129032257,-0.4805677966101695,1.9486666666666668
CA06,1980,1.0,0,-0.777,,,,,,-0.7048833333333333,-0.7048833333333333,
CA06,1982,1.0,0,-0.81925,,,,0.794,,-0.019814410480349327,-0.7693125,0.8053211009174313
CA06,1984,1.0,0,-0.8740000000000001,0.994,1.868,-0.734,,,-0.5417118644067797,-0.6443574660633484,0.9705999999999999
CA06,1986,1.0,0,-0.8069999999999999,,,,,,-0.6657323943661971,-0.6657323943661971,
CA06,1988,1.0,0,-0.845,1.062,1.907,,,,-0.5319456521739131,-0.8198441558441558,0.9459333333333333
CA06,1990,1.0,0,,,,-0.874,1.279,2.153,-0.7340555555555555,-0.7897852028639618,1.0621538461538462
CA06,1992,1.0,0,-0.743375,1.1804999999999999,1.9238749999999998,,,,-0.3686896774193548,-0.5149166051660516,0.6474000000000001
CA06,1994,1.0,0,-0.31899999999999995,0.8503333333333334,1.1693333333333333,-0.946,0.732,1.678,0.05343893805309735,-0.8261317829457364,0.7940098039215686
CA06,1996,1.0,0,-1.0403333333333336,0.7645,1.8048333333333335,,,,-0.09869942196531789,-0.8715768025078371,1.13404
CA06,1998,1.0,0,-0.973,0.85,1.823,,,,-0.26765934065934066,-0.850893536121673,0.53125
CA06,2000,1.0,0,-0.968,1.342,2.31,,,,-0.7701016260162601,-0.829744769874477,1.2662857142857145
CA06,2002,1.0,0,0.362,1.503,1.141,-0.975,,,-0.38554829545454544,-0.4245494186046511,1.2915
CA06,2004,1.0,0,0.352,1.345,0.993,,,,-0.7210735294117647,-0.7375259259259259,1.5
CA07,1980,1.0,0,-0.587,,,,1.007,,-0.3305874999999999,-0.5480144927536231,1.0332727272727273
CA07,1982,1.0,0,,0.9306666666666666,,-0.732,,,0.3597547169811321,-0.5659545454545454,1.016709677419355
CA07,1984,1.0,0,-0.774,1.176,1.95,,0.987,,-0.017081632653061216,-0.63771875,1.1511764705882352
CA07,1986,1.0,0,-0.723,1.147,1.87,,,,-0.33220792079207917,-0.6099294117647059,1.1431875
CA07,1988,1.0,0,-0.688,1.087,1.775,,,,-0.4162692307692308,-0.5003648648648649,1.1395
CA07,1990,1.0,0,-0.657,1.175,1.832,,,,-0.1375045871559633,-0.4465955056179775,1.2379499999999999
CA07,1992,1.0,0,-0.587,1.227,1.814,,,,0.02707547169811322,-0.3822658227848101,1.224777777777778
CA07,1994,1.0,0,-0.656,1.575,2.231,,0.687,,-0.38138541666666664,-0.5592159090909091,1.57475
CA07,1996,1.0,0,-0.641,1.744,2.385,,,,-0.0878507462686567,-0.5212407407407407,1.7123846153846154
CA07,1998,1.0,0,-0.81,1.677,2.487,,,,-0.3078181818181818,-0.6056041666666666,1.734142857142857
CA07,2000,1.0,0,-0.721,0.11949999999999994,0.8404999999999999,,,,-0.5685081967213115,-0.6291960784313725,-0.259
CA07,2002,1.0,0,-0.657,,,,,,-0.4345089285714286,-0.4345089285714286,
CA07,2004,1.0,0,-0.673,,,,,,-0.5788355263157895,-0.5788355263157895,
CA08,1980,1.0,0,-0.831,0.385,1.216,,,,-0.6515882352941176,-0.7256875,0.534
CA08,1982,1.0,0,-0.974,0.8746666666666667,1.8486666666666667,,,,0.48774786324786323,-0.8687959183673469,0.8470486486486487
CA08,1984,1.0,0,-0.847,1.2755,2.1225,,1.048,,0.4207597402597402,-0.8300588235294117,1.0400970873786408
CA08,1986,1.0,0,-0.869,1.019,1.888,,,,-0.5224298245614035,-0.743979797979798,0.9398000000000001
CA08,1988,1.0,0,-0.919,,,,,,-0.808275590551181,-0.808275590551181,
CA08,1990,1.0,0,-0.957,,,,,,-0.7751160220994475,-0.7751160220994475,
CA08,1992,1.0,0,-0.48,0.898,1.3780000000000001,,,,-0.5004746835443038,-0.607417808219178,0.8006666666666667
CA08,1994,1.0,0,-0.477,,,,0.423,,-0.5846170212765958,-0.6283004484304933,0.22716666666666666
CA08,1996,1.0,0,-0.463,,,,0.423,,-0.6127978339350181,-0.6167355072463768,0.474
CA08,1998,1.0,0,-0.458,,,,,,-0.5612739361702127,-0.5612739361702127,
CA08,2000,1.0,0,-0.544,,,,,,-0.7571919191919192,-0.7571919191919192,
CA08,2002,1.0,0,-0.5,0.845,1.345,,,,-0.5848839779005525,-0.6055898876404494,0.6436666666666667
CA08,2004,1.0,0,-0.502,1.041,1.543,,,,-0.5399859813084112,-0.5531626794258373,0.9326666666666666
CA09,1980,1.0,0,-0.762,1.024,1.786,,,,0.4604285714285714,-0.18833333333333332,0.947
CA09,1982,1.0,0,-0.638,,,,,,0.5997024793388429,-0.3724137931034483,0.9061304347826086
CA09,1984,1.0,0,-0.356,0.879,1.2349999999999999,,,,0.054298245614035096,0.03353571428571429,1.217
CA09,1986,1.0,0,-0.399,0.939,1.338,,,,0.05250943396226415,0.0034752475247524788,1.043
CA09,1988,1.0,0,-0.493,,,,,,-0.3487727272727273,-0.3487727272727273,
CA09,1990,1.0,0,-0.375,0.939,1.314,,,,0.318123595505618,-0.09105882352941176,0.8672894736842105
CA09,1992,1.0,0,-0.974,0.692,1.666,,,,-0.24618039215686274,-0.7722075471698113,0.6250520833333334
CA09,1994,1.0,0,-0.739,1.183,1.9220000000000002,,1.313,,-0.6036420664206642,-0.6960077821011673,1.0919285714285714
CA09,1996,1.0,0,-0.9844999999999999,1.173,2.1574999999999998,,,,-0.692243119266055,-0.7967815533980582,1.1023333333333334
CA09,1998,1.0,0,-0.738,,,,,,-0.7416698717948719,-0.7416698717948719,
CA09,2000,1.0,0,-0.771,,,,,,-0.8003640350877194,-0.8003640350877194,
CA09,2002,1.0,0,-0.16800000000000004,,,,,,-0.8840490797546012,-0.8840490797546012,
CA09,2004,1.0,0,-0.92,1.467,2.387,,,,-0.63598769771529,-0.917068,1.4008260869565217
CA10,1980,1.0,0,-0.802,0.457,1.2590000000000001,,,,-0.30944444444444447,-0.45600000000000007,0.863
CA10,1982,1.0,0,-0.678,0.836,1.514,,,,0.623093023255814,-0.4560666666666667,0.8510845070422535
CA10,1984,1.0,0,-0.695,0.771,1.466,,,,0.4378913043478261,-0.4419230769230769,0.7844848484848486
CA10,1986,1.0,0,-0.666,,,,,,-0.49516000000000004,-0.49516000000000004,
CA10,1988,1.0,0,-0.692,,,,,,-0.5619090909090909,-0.5619090909090909,
CA10,1990,1.0,0,,1.167,,-0.714,,,-0.21275000000000002,-0.5004054054054055,1.3077142857142856
CA10,1992,1.0,0,-0.7346666666666666,0.911,1.6456666666666666,,-0.624,,0.5905288461538462,-0.6403047619047619,0.901944578313253
CA10,1994,1.0,0,-0.696,,,,1.036,,0.6396698499317872,-0.8552642857142857,0.9926053962900506
CA10,1996,1.0,0,-0.856,1.074,1.9300000000000002,-0.815,,,0.48810912052117267,-0.6784375,0.9882505827505828
CA10,1998,1.0,0,-0.749,1.3236666666666668,2.0726666666666667,-0.764,1.298,2.0620000000000003,0.2080326278659612,-0.5563808752025932,1.119705426356589
CA10,2000,1.0,0,,1.0475,,-0.748,,,0.3572052785923754,-0.538924,0.8778134414831982
CA10,2002,1.0,0,,1.683,,-0.684,0.907,1.5910000000000002,-0.5282394822006472,-0.5349123376623376,1.527
CA10,2004,1.0,0,-0.724,1.56,2.284,,,,-0.5118606271777003,-0.5417985865724382,1.6062500000000002
CA11,1980,1.0,0,-0.6395,0.8936666666666667,1.5331666666666668,,,,0.037846823324630116,-0.4205381471389646,0.8485807228915663
CA11,1982,1.0,0,-0.469,0.981,1.45,,,,-0.08066189624329159,-0.2980217391304348,0.9292929292929293
CA11,1984,1.0,0,,-0.681,,-0.387,,,-0.25490092879256965,-0.25490092879256965,
CA11,1986,1.0,0,-0.448,0.423,0.871,,,,-0.19125,-0.3037157894736842,0.23612000000000002
CA11,1988,1.0,0,-0.383,0.438,0.821,,,,-0.22968918918918918,-0.27548837209302324,0.08126315789473684
CA11,1990,1.0,0,-0.401,-0.117,0.28400000000000003,,,,-0.19574429223744294,-0.29538690476190477,0.13249019607843138
CA11,1992,1.0,0,-0.291,0.907,1.198,,,,0.2928648648648649,-0.4065530303030303,0.8164366729678638
CA11,1994,1.0,0,-0.77,0.099,0.869,-0.747,1.167,1.9140000000000001,0.8910237154150198,-0.580875,1.0173669527896996
CA11,1996,1.0,0,-0.6755,,,,1.095,,1.0021554959785524,-0.37572727272727274,1.0440248618784531
CA11,1998,1.0,0,,1.06,,,,,0.9594590163934427,,0.9594590163934427
CA11,2000,1.0,0,-0.804,1.058,1.862,,,,0.9647512690355331,-0.63,0.9811076923076923
CA11,2002,1.0,0,,,,-1.04,,,0.4925765230312036,-0.8836424581005586,0.991246963562753
CA11,2004,1.0,0,,,,-1.179,,,0.4913423423423423,-0.9641470588235295,0.8190684326710816
CA12,1980,1.0,0,0.068,0.321,0.253,,,,0.16012195121951217,,0.23238888888888887
CA12,1982,1.0,0,-0.563,0.557,1.12,,,,0.5947252396166134,-0.48328571428571426,0.645200668896321
CA12,1984,1.0,0,-0.778,,,,0.575,,0.6161111111111112,-0.7440833333333333,0.6867705627705628
CA12,1986,1.0,0,-0.89,0.5626,1.4526,-1.141,,,0.6043098039215686,-0.8542941176470588,0.7084957983193277
CA12,1988,1.0,0,-0.7663333333333333,0.80975,1.5760833333333333,,,,0.26595446265938066,-0.7296020408163266,0.6300012437810946
CA12,1990,1.0,0,-1.033,1.0154999999999998,2.0484999999999998,-0.523,,,0.5025299238302503,-0.6642608695652175,0.5324810267857143
CA12,1992,1.0,0,-0.435,0.526,0.9610000000000001,,,,0.14278472222222222,-0.24580152671755728,0.4670191082802548
CA12,1994,1.0,0,-0.75,0.957,1.7069999999999999,,,,0.05799999999999999,-0.32964634146341465,0.873051282051282
CA12,1996,1.0,0,-0.423,,,,,,-0.2674909090909091,-0.2674909090909091,
CA12,1998,1.0,0,-0.375,,,,1.198,,-0.24641101694915254,-0.24641101694915254,
CA12,2000,1.0,0,-0.4,-0.738,0.33799999999999997,,,,-0.24081343283582088,-0.24081343283582088,
CA12,2002,1.0,0,-0.391,,,,,,-0.3891204819277108,-0.21168269230769232,
CA12,2004,1.0,0,-0.5445,,,-0.957,,,-0.3506559877955759,-0.33953260869565216,
CA13,1980,1.0,0,-0.542,,,,0.828,,-0.21101020408163262,-0.21101020408163262,
CA13,1982,1.0,0,-0.396,1.052,1.448,,,,0.059075,-0.06148571428571429,0.9029999999999999
CA13,1984,1.0,0,-0.468,0.848,1.316,,0.918,,-0.17993478260869564,-0.17993478260869564,
CA13,1986,1.0,0,-0.497,,,,,,-0.17885185185185185,-0.17885185185185185,
CA13,1988,1.0,0,-0.465,,,,,,-0.26997297297297296,-0.26997297297297296,
CA13,1990,1.0,0,-0.473,,,,,,-0.3246271929824561,-0.3246271929824561,
CA13,1992,1.0,0,-0.332,1.312,1.6440000000000001,,,,0.08018716577540107,-0.10551533742331287,1.3414166666666665
CA13,1994,1.0,0,-0.289,0.7959999999999999,1.085,,,,0.01333333333333334,-0.052567567567567565,0.5870588235294117
CA13,1996,1.0,0,-0.387,0.643,1.03,,,,0.336296875,-0.19147058823529411,0.5271914893617021
CA13,1998,1.0,0,-0.577,0.8765000000000001,1.4535,,1.21,,-0.4002962962962963,-0.4002962962962963,
CA13,2000,1.0,0,-0.537,,,,0.834,,-0.22135714285714286,-0.22135714285714286,
CA13,2002,1.0,0,-0.47,,,,-0.258,,-0.3496938775510204,-0.3485142857142857,-0.3526428571428571
CA13,2004,1.0,0,-0.705,,,,1.145,,0.1623846153846154,-0.5482413793103448,1.0583913043478261
CA14,1980,1.0,0,-0.6755,,,,,,0.6332285714285715,-0.6531111111111111,0.823016393442623
CA14,1982,1.0,0,-0.666,0.608,1.274,,,,0.5764901960784313,-0.6706666666666666,0.7427777777777778
CA14,1984,1.0,0,,0.583,,,,,0.7149166666666666,,0.7149166666666666
CA14,1986,1.0,0,,,,,0.788,,0.7638103448275863,,0.7638103448275863
CA14,1988,1.0,0,-0.86,0.819,1.6789999999999998,,,,0.6237323943661971,-0.8817999999999999,0.8705409836065574
CA14,1990,1.0,0,-0.8180000000000001,0.9695,1.7875,,,,0.7793153153153153,-0.81202,0.9368732673267326
CA14,1992,1.0,0,-1.0266666666666666,0.5385,1.5651666666666666,,,,-0.135584,-0.6948060836501901,0.6173617747440273
CA14,1994,1.0,0,-0.1925,0.849,1.0415,-0.784,0.905,1.689,-0.33050996015936257,-0.6097279596977331,0.7252
CA14,1996,1.0,0,-0.715,0.784,1.499,,,,-0.09995064377682403,-0.6311013513513514,0.8248764705882353
CA14,1998,1.0,0,-0.657,1.543,2.2,,,,-0.1557286432160804,-0.6021464968152866,1.5130238095238095
CA14,2000,1.0,0,-0.573,,,,1.152,,-0.4483271604938272,-0.4483271604938272,
CA14,2002,1.0,0,-0.711,0.867,1.5779999999999998,,,,-0.5638369905956113,-0.5898178913738019,0.7915000000000001
CA14,2004,1.0,0,-0.699,1.549,2.2479999999999998,,,,-0.23775675675675678,-0.544264,1.4280434782608695
CA15,1980,1.0,0,-0.225,1.416,1.641,,,,0.056339622641509435,0.02878846153846154,1.489
CA15,1982,1.0,0,-0.002,1.307,1.309,,,,0.18854678362573102,0.14537308868501528,1.1297333333333333
CA15,1984,1.0,0,,-0.182,,-0.149,0.765,0.914,0.09875165562913907,0.09875165562913907,
CA15,1986,1.0,0,-0.169,,,,,,0.06585245901639344,0.06585245901639344,
CA15,1988,1.0,0,-0.143,,,,,,0.09718877551020408,0.09718877551020408,
CA15,1990,1.0,0,0.036,0.43625,0.40025000000000005,,,,0.5148975308641975,0.16268122270742358,0.9731789772727274
CA15,1992,1.0,0,-0.395,0.38,0.775,,1.364,,-0.12620551378446115,-0.2623205479452055,1.335029411764706
CA15,1994,1.0,0,-0.387,,,,1.25,,-0.20252051282051284,-0.231289817232376,1.3715714285714284
CA15,1996,1.0,0,-0.7717499999999999,0.582,1.3537499999999998,,,,0.26562358031368305,-0.5939656652360515,0.5552610267534346
CA15,1998,1.0,0,,0.444,,-1.048,,,0.43929301745635907,-0.8793333333333333,0.4542585119798234
CA15,2000,1.0,0,-0.8435,,,,0.72,,-0.23496803455723542,-0.6702849604221636,0.5909899874843554
CA15,2002,1.0,0,,0.9265,,-0.729,,,-0.5504773519163763,-0.6415777777777778,0.8964117647058822
CA15,2004,1.0,0,-0.76,-0.064,0.696,,,,-0.5339661016949153,-0.6074241245136187,-0.037157894736842105
CA16,1980,1.0,0,-0.472,0.95,1.422,,,,-0.008764705882352949,-0.14606666666666665,1.021
CA16,1982,1.0,0,-0.312,,,,,,0.16749999999999998,0.16749999999999998,
CA16,1984,1.0,0,-0.26,,,,1.346,,0.4768076923076923,0.14084210526315788,1.3887142857142858
CA16,1986,1.0,0,-0.33,,,,,,-0.002624999999999999,-0.002624999999999999,
CA16,1988,1.0,0,-0.391,1.562,1.953,,,,0.24636363636363637,-0.16326190476190475,1.5697692307692308
CA16,1990,1.0,0,-0.314,1.349,1.663,,,,0.12380645161290323,-0.15233333333333332,1.404090909090909
CA16,1992,1.0,0,-0.7,,,,,,-0.5253508771929825,-0.5253508771929825,
CA16,1994,1.0,0,-0.51075,,,,1.204,,-0.33293041749502983,-0.33293041749502983,
CA16,1996,1.0,0,-0.62,0.945,1.565,,,,-0.4390601503759399,-0.6108991596638655,1.0215714285714286
CA16,1998,1.0,0,-0.486,,,,1.21,,-0.49894495412844037,-0.49894495412844037,
CA16,2000,1.0,0,-0.55,,,,0.834,,-0.5763214285714285,-0.5763214285714285,
CA16,2002,1.0,0,-0.67,,,,0.78,,-0.6144440559440559,-0.6350530035335689,1.3296666666666666
CA16,2004,1.0,0,-0.739,,,,1.534,,-0.6622745098039217,-0.6720541871921182,1.323
CA17,1980,1.0,0,-0.013,,,,0.856,,0.7343929824561404,0.15892592592592594,0.7946162790697674
CA17,1982,1.0,0,-0.545,0.849,1.3940000000000001,0.656,,,0.6095196078431373,-0.024208333333333342,0.8045128205128205
CA17,1984,1.0,0,-0.467,0.775,1.242,-0.481,,,0.7434731182795699,-0.4635,0.8267126436781609
CA17,1986,1.0,0,-0.535,0.636,1.171,,,,0.5621627906976744,-0.2541,0.7119357798165138
CA17,1988,1.0,0,-0.559,0.323,0.8820000000000001,,,,0.5276086956521739,-0.5115000000000001,0.6265714285714286
CA17,1990,1.0,0,0.29666666666666663,,,,0.813,,0.43891538461538465,0.21691866028708134,0.8388922413793103
CA17,1992,1.0,0,-0.457,1.42,1.877,-0.535,0.752,1.287,0.5207941176470589,-0.04761016949152541,1.3006976744186047
CA17,1994,1.0,0,0.03500000000000003,0.8065,0.7715,-0.601,,,0.2180054773082942,-0.44098060941828254,1.0737392086330935
CA17,1996,1.0,0,-0.658,0.8365,1.4945,,,,0.28364487632508834,-0.471392,0.88098417721519
CA17,1998,1.0,0,-0.559,1.251,1.81,,,,0.22433617021276597,-0.4334460431654676,1.17675
CA17,2000,1.0,0,-0.551,,,,1.477,,-0.19602,-0.3721381215469613,1.481736842105263
CA17,2002,1.0,0,-0.59,1.5939999999999999,2.1839999999999997,,,,-0.38471153846153844,-0.45290452261306535,1.1231111111111112
CA17,2004,1.0,0,-0.709,1.15,1.859,,,,-0.25811371237458197,-0.6085672268907563,1.1092295081967212
CA18,1980,1.0,0,-0.4635,0.881,1.3445,,,,0.6648878504672897,-0.4880714285714286,0.8384516129032258
CA18,1982,1.0,0,-0.29,,,,0.955,,0.0361846153846154,-0.17233962264150943,0.9571666666666667
CA18,1984,1.0,0,-0.081,,,,1.039,,0.664340909090909,0.13834482758620692,0.9228813559322033
CA18,1986,1.0,0,-0.344,,,,1.04,,0.1749767441860465,0.07843589743589743,1.11625
CA18,1988,1.0,0,-0.343,1.219,1.562,,,,0.5914883720930233,0.10616666666666667,1.2045263157894737
CA18,1990,1.0,0,-0.266,,,,1.219,,0.013029411764705885,-0.006194029850746266,1.301
CA18,1992,1.0,0,-0.054,,,,,,0.2263021582733813,0.2263021582733813,
CA18,1994,1.0,0,0.117,,,,,,0.32125555555555557,0.32125555555555557,
CA18,1996,1.0,0,0.15,1.164,1.014,,,,0.4371535714285715,0.32330737704918033,1.2087777777777777
CA18,1998,1.0,0,,,,0.177,,,0.3528018018018018,0.3528018018018018,
CA18,2000,1.0,0,0.075,1.427,1.352,,,,0.34781191222570534,0.2746387959866221,1.4417499999999999
CA18,2002,1.0,0,-0.33699999999999997,1.158,1.4949999999999999,,,,0.4118703703703704,-0.052516384180790965,1.0673444976076556
